userId	geneSymbol	geneName	entrezgene	gLink
Ramp3	Ramp3	receptor (calcitonin) activity modifying protein 3	56089	https://www.ncbi.nlm.nih.gov/gene/?term=56089
Clvs1	Clvs1	clavesin 1	74438	https://www.ncbi.nlm.nih.gov/gene/?term=74438
Phf8	Phf8	PHD finger protein 8	320595	https://www.ncbi.nlm.nih.gov/gene/?term=320595
Rusc1	Rusc1	RUN and SH3 domain containing 1	72296	https://www.ncbi.nlm.nih.gov/gene/?term=72296
Fam169a	Fam169a	family with sequence similarity 169, member A	320557	https://www.ncbi.nlm.nih.gov/gene/?term=320557
Tcf20	Tcf20	transcription factor 20	21411	https://www.ncbi.nlm.nih.gov/gene/?term=21411
Ttc19	Ttc19	tetratricopeptide repeat domain 19	72795	https://www.ncbi.nlm.nih.gov/gene/?term=72795
Atxn2	Atxn2	ataxin 2	20239	https://www.ncbi.nlm.nih.gov/gene/?term=20239
Map3k9	Map3k9	mitogen-activated protein kinase kinase kinase 9	338372	https://www.ncbi.nlm.nih.gov/gene/?term=338372
Ttc9	Ttc9	tetratricopeptide repeat domain 9	69480	https://www.ncbi.nlm.nih.gov/gene/?term=69480
Nmnat2	Nmnat2	nicotinamide nucleotide adenylyltransferase 2	226518	https://www.ncbi.nlm.nih.gov/gene/?term=226518
Tmem108	Tmem108	transmembrane protein 108	81907	https://www.ncbi.nlm.nih.gov/gene/?term=81907
Rnf214	Rnf214	ring finger protein 214	235315	https://www.ncbi.nlm.nih.gov/gene/?term=235315
Zfp536	Zfp536	zinc finger protein 536	243937	https://www.ncbi.nlm.nih.gov/gene/?term=243937
Grsf1	Grsf1	G-rich RNA sequence binding factor 1	231413	https://www.ncbi.nlm.nih.gov/gene/?term=231413
Rnf208	Rnf208	ring finger protein 208	68846	https://www.ncbi.nlm.nih.gov/gene/?term=68846
Ankrd34b	Ankrd34b	ankyrin repeat domain 34B	218440	https://www.ncbi.nlm.nih.gov/gene/?term=218440
Hs6st1	Hs6st1	heparan sulfate 6-O-sulfotransferase 1	50785	https://www.ncbi.nlm.nih.gov/gene/?term=50785
Mapk10	Mapk10	mitogen-activated protein kinase 10	26414	https://www.ncbi.nlm.nih.gov/gene/?term=26414
Hectd3	Hectd3	HECT domain E3 ubiquitin protein ligase 3	76608	https://www.ncbi.nlm.nih.gov/gene/?term=76608
Spata2	Spata2	spermatogenesis associated 2	263876	https://www.ncbi.nlm.nih.gov/gene/?term=263876
Zfp30	Zfp30	zinc finger protein 30	22693	https://www.ncbi.nlm.nih.gov/gene/?term=22693
Ankrd34c	Ankrd34c	ankyrin repeat domain 34C	330998	https://www.ncbi.nlm.nih.gov/gene/?term=330998
Champ1	Champ1	chromosome alignment maintaining phosphoprotein 1	101994	https://www.ncbi.nlm.nih.gov/gene/?term=101994
Rnf150	Rnf150	ring finger protein 150	330812	https://www.ncbi.nlm.nih.gov/gene/?term=330812
Mypop	Mypop	Myb-related transcription factor, partner of profilin	232934	https://www.ncbi.nlm.nih.gov/gene/?term=232934
Lemd3	Lemd3	LEM domain containing 3	380664	https://www.ncbi.nlm.nih.gov/gene/?term=380664
Klhl11	Klhl11	kelch-like 11	217194	https://www.ncbi.nlm.nih.gov/gene/?term=217194
2310022A10Rik	2310022A10Rik	RIKEN cDNA 2310022A10 gene	66367	https://www.ncbi.nlm.nih.gov/gene/?term=66367
Bag5	Bag5	BCL2-associated athanogene 5	70369	https://www.ncbi.nlm.nih.gov/gene/?term=70369
Armcx4	Armcx4	armadillo repeat containing, X-linked 4	100503043	https://www.ncbi.nlm.nih.gov/gene/?term=100503043
Glt1d1	Glt1d1	glycosyltransferase 1 domain containing 1	319804	https://www.ncbi.nlm.nih.gov/gene/?term=319804
Rspry1	Rspry1	ring finger and SPRY domain containing 1	67610	https://www.ncbi.nlm.nih.gov/gene/?term=67610
Mchr1	Mchr1	melanin-concentrating hormone receptor 1	207911	https://www.ncbi.nlm.nih.gov/gene/?term=207911
Dscam	Dscam	DS cell adhesion molecule	13508	https://www.ncbi.nlm.nih.gov/gene/?term=13508
Sept6	Sept6	septin 6	56526	https://www.ncbi.nlm.nih.gov/gene/?term=56526
Lypd6	Lypd6	LY6/PLAUR domain containing 6	320343	https://www.ncbi.nlm.nih.gov/gene/?term=320343
B230217C12Rik	B230217C12Rik	RIKEN cDNA B230217C12 gene	68127	https://www.ncbi.nlm.nih.gov/gene/?term=68127
Amigo1	Amigo1	adhesion molecule with Ig like domain 1	229715	https://www.ncbi.nlm.nih.gov/gene/?term=229715
Cbr1	Cbr1	carbonyl reductase 1	12408	https://www.ncbi.nlm.nih.gov/gene/?term=12408
Trim32	Trim32	tripartite motif-containing 32	69807	https://www.ncbi.nlm.nih.gov/gene/?term=69807
Mest	Mest	mesoderm specific transcript	17294	https://www.ncbi.nlm.nih.gov/gene/?term=17294
Tbc1d30	Tbc1d30	TBC1 domain family, member 30	74694	https://www.ncbi.nlm.nih.gov/gene/?term=74694
Rnf103	Rnf103	ring finger protein 103	22644	https://www.ncbi.nlm.nih.gov/gene/?term=22644
Ube2ql1	Ube2ql1	ubiquitin-conjugating enzyme E2Q family-like 1	76980	https://www.ncbi.nlm.nih.gov/gene/?term=76980
Hs6st3	Hs6st3	heparan sulfate 6-O-sulfotransferase 3	50787	https://www.ncbi.nlm.nih.gov/gene/?term=50787
Chd8	Chd8	chromodomain helicase DNA binding protein 8	67772	https://www.ncbi.nlm.nih.gov/gene/?term=67772
Vsnl1	Vsnl1	visinin-like 1	26950	https://www.ncbi.nlm.nih.gov/gene/?term=26950
Ankrd17	Ankrd17	ankyrin repeat domain 17	81702	https://www.ncbi.nlm.nih.gov/gene/?term=81702
Gucy2g	Gucy2g	guanylate cyclase 2g	73707	https://www.ncbi.nlm.nih.gov/gene/?term=73707
Slain1	Slain1	SLAIN motif family, member 1	105439	https://www.ncbi.nlm.nih.gov/gene/?term=105439
Fto	Fto	fat mass and obesity associated	26383	https://www.ncbi.nlm.nih.gov/gene/?term=26383
Usp39	Usp39	ubiquitin specific peptidase 39	28035	https://www.ncbi.nlm.nih.gov/gene/?term=28035
Ptprn2	Ptprn2	protein tyrosine phosphatase, receptor type, N polypeptide 2	19276	https://www.ncbi.nlm.nih.gov/gene/?term=19276
Fry	Fry	FRY microtubule binding protein	320365	https://www.ncbi.nlm.nih.gov/gene/?term=320365
Setd3	Setd3	SET domain containing 3	52690	https://www.ncbi.nlm.nih.gov/gene/?term=52690
Tatdn2	Tatdn2	TatD DNase domain containing 2	381801	https://www.ncbi.nlm.nih.gov/gene/?term=381801
Arhgap35	Arhgap35	Rho GTPase activating protein 35	232906	https://www.ncbi.nlm.nih.gov/gene/?term=232906
Tspan7	Tspan7	tetraspanin 7	21912	https://www.ncbi.nlm.nih.gov/gene/?term=21912
Spock2	Spock2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2	94214	https://www.ncbi.nlm.nih.gov/gene/?term=94214
Kcnc1	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	16502	https://www.ncbi.nlm.nih.gov/gene/?term=16502
Nrsn2	Nrsn2	neurensin 2	228777	https://www.ncbi.nlm.nih.gov/gene/?term=228777
Ppp2r5d	Ppp2r5d	protein phosphatase 2, regulatory subunit B', delta	21770	https://www.ncbi.nlm.nih.gov/gene/?term=21770
Bcas3	Bcas3	breast carcinoma amplified sequence 3	192197	https://www.ncbi.nlm.nih.gov/gene/?term=192197
Ntng1	Ntng1	netrin G1	80883	https://www.ncbi.nlm.nih.gov/gene/?term=80883
Pcnx2	Pcnx2	pecanex homolog 2	270109	https://www.ncbi.nlm.nih.gov/gene/?term=270109
Cend1	Cend1	cell cycle exit and neuronal differentiation 1	57754	https://www.ncbi.nlm.nih.gov/gene/?term=57754
Rnf14	Rnf14	ring finger protein 14	56736	https://www.ncbi.nlm.nih.gov/gene/?term=56736
Rrp1	Rrp1	ribosomal RNA processing 1 homolog (S. cerevisiae)	18114	https://www.ncbi.nlm.nih.gov/gene/?term=18114
Tmem151a	Tmem151a	transmembrane protein 151A	381199	https://www.ncbi.nlm.nih.gov/gene/?term=381199
Ksr2	Ksr2	kinase suppressor of ras 2	333050	https://www.ncbi.nlm.nih.gov/gene/?term=333050
Unc13c	Unc13c	unc-13 homolog C	208898	https://www.ncbi.nlm.nih.gov/gene/?term=208898
Rapgef2	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2	76089	https://www.ncbi.nlm.nih.gov/gene/?term=76089
Gak	Gak	cyclin G associated kinase	231580	https://www.ncbi.nlm.nih.gov/gene/?term=231580
Tubb4a	Tubb4a	tubulin, beta 4A class IVA	22153	https://www.ncbi.nlm.nih.gov/gene/?term=22153
Grm4	Grm4	glutamate receptor, metabotropic 4	268934	https://www.ncbi.nlm.nih.gov/gene/?term=268934
Klhdc3	Klhdc3	kelch domain containing 3	71765	https://www.ncbi.nlm.nih.gov/gene/?term=71765
Srrm4	Srrm4	serine/arginine repetitive matrix 4	68955	https://www.ncbi.nlm.nih.gov/gene/?term=68955
Cry2	Cry2	cryptochrome 2 (photolyase-like)	12953	https://www.ncbi.nlm.nih.gov/gene/?term=12953
Syt11	Syt11	synaptotagmin XI	229521	https://www.ncbi.nlm.nih.gov/gene/?term=229521
Arid1b	Arid1b	AT rich interactive domain 1B (SWI-like)	239985	https://www.ncbi.nlm.nih.gov/gene/?term=239985
Scn2b	Scn2b	sodium channel, voltage-gated, type II, beta	72821	https://www.ncbi.nlm.nih.gov/gene/?term=72821
Gad1	Gad1	glutamate decarboxylase 1	14415	https://www.ncbi.nlm.nih.gov/gene/?term=14415
B3gat3	B3gat3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	72727	https://www.ncbi.nlm.nih.gov/gene/?term=72727
Gng3	Gng3	guanine nucleotide binding protein (G protein), gamma 3	14704	https://www.ncbi.nlm.nih.gov/gene/?term=14704
Sms	Sms	spermine synthase	20603	https://www.ncbi.nlm.nih.gov/gene/?term=20603
Sept5	Sept5	septin 5	18951	https://www.ncbi.nlm.nih.gov/gene/?term=18951
Zfp9	Zfp9	zinc finger protein 9	22750	https://www.ncbi.nlm.nih.gov/gene/?term=22750
1500011B03Rik	1500011B03Rik	RIKEN cDNA 1500011B03 gene	66236	https://www.ncbi.nlm.nih.gov/gene/?term=66236
5730409E04Rik	5730409E04Rik	RIKEN cDNA 5730409E04Rik gene	230757	https://www.ncbi.nlm.nih.gov/gene/?term=230757
Fam196a	Fam196a	family with sequence similarity 196, member A	627214	https://www.ncbi.nlm.nih.gov/gene/?term=627214
Hs3st4	Hs3st4	heparan sulfate (glucosamine) 3-O-sulfotransferase 4	628779	https://www.ncbi.nlm.nih.gov/gene/?term=628779
Smim13	Smim13	small integral membrane protein 13	108934	https://www.ncbi.nlm.nih.gov/gene/?term=108934
Galntl6	Galntl6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	270049	https://www.ncbi.nlm.nih.gov/gene/?term=270049
B230217O12Rik	B230217O12Rik	RIKEN cDNA B230217O12 gene	320879	https://www.ncbi.nlm.nih.gov/gene/?term=320879
1500004A13Rik	1500004A13Rik	RIKEN cDNA 1500004A13 gene	319830	https://www.ncbi.nlm.nih.gov/gene/?term=319830
Pcdhga11	Pcdhga11	protocadherin gamma subfamily A, 11	93723	https://www.ncbi.nlm.nih.gov/gene/?term=93723
Pcdhgb5	Pcdhgb5	protocadherin gamma subfamily B, 5	93702	https://www.ncbi.nlm.nih.gov/gene/?term=93702
Peg13	Peg13	paternally expressed 13	353342	https://www.ncbi.nlm.nih.gov/gene/?term=353342
Gm42372	Gm42372	predicted gene, 42372	105247240	https://www.ncbi.nlm.nih.gov/gene/?term=105247240
Brd3os	Brd3os	bromodomain containing 3, opposite strand	100504116	https://www.ncbi.nlm.nih.gov/gene/?term=100504116
A830010M20Rik	A830010M20Rik	RIKEN cDNA A830010M20 gene	231570	https://www.ncbi.nlm.nih.gov/gene/?term=231570
Golga5	Golga5	golgi autoantigen, golgin subfamily a, 5	27277	https://www.ncbi.nlm.nih.gov/gene/?term=27277
Slc4a8	Slc4a8	solute carrier family 4 (anion exchanger), member 8	59033	https://www.ncbi.nlm.nih.gov/gene/?term=59033
Ldhb	Ldhb	lactate dehydrogenase B	16832	https://www.ncbi.nlm.nih.gov/gene/?term=16832
Smpd3	Smpd3	sphingomyelin phosphodiesterase 3, neutral	58994	https://www.ncbi.nlm.nih.gov/gene/?term=58994
Irgq	Irgq	immunity-related GTPase family, Q	210146	https://www.ncbi.nlm.nih.gov/gene/?term=210146
Plekha6	Plekha6	pleckstrin homology domain containing, family A member 6	240753	https://www.ncbi.nlm.nih.gov/gene/?term=240753
Ecsit	Ecsit	ECSIT signalling integrator	26940	https://www.ncbi.nlm.nih.gov/gene/?term=26940
Pcdhga9	Pcdhga9	protocadherin gamma subfamily A, 9	93717	https://www.ncbi.nlm.nih.gov/gene/?term=93717
