userId	geneSymbol	geneName	entrezgene	gLink
Gpr137c	Gpr137c	G protein-coupled receptor 137C	70713	https://www.ncbi.nlm.nih.gov/gene/?term=70713
Rspry1	Rspry1	ring finger and SPRY domain containing 1	67610	https://www.ncbi.nlm.nih.gov/gene/?term=67610
Sept6	Sept6	septin 6	56526	https://www.ncbi.nlm.nih.gov/gene/?term=56526
B230217C12Rik	B230217C12Rik	RIKEN cDNA B230217C12 gene	68127	https://www.ncbi.nlm.nih.gov/gene/?term=68127
Bzw1	Bzw1	basic leucine zipper and W2 domains 1	66882	https://www.ncbi.nlm.nih.gov/gene/?term=66882
Tbc1d30	Tbc1d30	TBC1 domain family, member 30	74694	https://www.ncbi.nlm.nih.gov/gene/?term=74694
Robo2	Robo2	roundabout guidance receptor 2	268902	https://www.ncbi.nlm.nih.gov/gene/?term=268902
Prkcb	Prkcb	protein kinase C, beta	18751	https://www.ncbi.nlm.nih.gov/gene/?term=18751
Arhgap20	Arhgap20	Rho GTPase activating protein 20	244867	https://www.ncbi.nlm.nih.gov/gene/?term=244867
Chd8	Chd8	chromodomain helicase DNA binding protein 8	67772	https://www.ncbi.nlm.nih.gov/gene/?term=67772
Cadps	Cadps	Ca2+-dependent secretion activator	27062	https://www.ncbi.nlm.nih.gov/gene/?term=27062
Atrnl1	Atrnl1	attractin like 1	226255	https://www.ncbi.nlm.nih.gov/gene/?term=226255
Gabra5	Gabra5	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5	110886	https://www.ncbi.nlm.nih.gov/gene/?term=110886
Ankrd17	Ankrd17	ankyrin repeat domain 17	81702	https://www.ncbi.nlm.nih.gov/gene/?term=81702
Kcnq3	Kcnq3	potassium voltage-gated channel, subfamily Q, member 3	110862	https://www.ncbi.nlm.nih.gov/gene/?term=110862
Actr3b	Actr3b	ARP3 actin-related protein 3B	242894	https://www.ncbi.nlm.nih.gov/gene/?term=242894
Ptprn2	Ptprn2	protein tyrosine phosphatase, receptor type, N polypeptide 2	19276	https://www.ncbi.nlm.nih.gov/gene/?term=19276
Fry	Fry	FRY microtubule binding protein	320365	https://www.ncbi.nlm.nih.gov/gene/?term=320365
Setd3	Setd3	SET domain containing 3	52690	https://www.ncbi.nlm.nih.gov/gene/?term=52690
Aak1	Aak1	AP2 associated kinase 1	269774	https://www.ncbi.nlm.nih.gov/gene/?term=269774
Tmem178b	Tmem178b	transmembrane protein 178B	434008	https://www.ncbi.nlm.nih.gov/gene/?term=434008
Tspan7	Tspan7	tetraspanin 7	21912	https://www.ncbi.nlm.nih.gov/gene/?term=21912
Gda	Gda	guanine deaminase	14544	https://www.ncbi.nlm.nih.gov/gene/?term=14544
Samd12	Samd12	sterile alpha motif domain containing 12	320679	https://www.ncbi.nlm.nih.gov/gene/?term=320679
Mfsd4a	Mfsd4a	major facilitator superfamily domain containing 4A	213006	https://www.ncbi.nlm.nih.gov/gene/?term=213006
Bcas3	Bcas3	breast carcinoma amplified sequence 3	192197	https://www.ncbi.nlm.nih.gov/gene/?term=192197
Kcnd2	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	16508	https://www.ncbi.nlm.nih.gov/gene/?term=16508
Agbl4	Agbl4	ATP/GTP binding protein-like 4	78933	https://www.ncbi.nlm.nih.gov/gene/?term=78933
Ksr2	Ksr2	kinase suppressor of ras 2	333050	https://www.ncbi.nlm.nih.gov/gene/?term=333050
Kalrn	Kalrn	kalirin, RhoGEF kinase	545156	https://www.ncbi.nlm.nih.gov/gene/?term=545156
Unc13c	Unc13c	unc-13 homolog C	208898	https://www.ncbi.nlm.nih.gov/gene/?term=208898
Erbb4	Erbb4	erb-b2 receptor tyrosine kinase 4	13869	https://www.ncbi.nlm.nih.gov/gene/?term=13869
Tubb4a	Tubb4a	tubulin, beta 4A class IVA	22153	https://www.ncbi.nlm.nih.gov/gene/?term=22153
Ctnna2	Ctnna2	catenin (cadherin associated protein), alpha 2	12386	https://www.ncbi.nlm.nih.gov/gene/?term=12386
Kcnma1	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	16531	https://www.ncbi.nlm.nih.gov/gene/?term=16531
Klhdc3	Klhdc3	kelch domain containing 3	71765	https://www.ncbi.nlm.nih.gov/gene/?term=71765
Srrm4	Srrm4	serine/arginine repetitive matrix 4	68955	https://www.ncbi.nlm.nih.gov/gene/?term=68955
Brpf3	Brpf3	bromodomain and PHD finger containing, 3	268936	https://www.ncbi.nlm.nih.gov/gene/?term=268936
Scn1a	Scn1a	sodium channel, voltage-gated, type I, alpha	20265	https://www.ncbi.nlm.nih.gov/gene/?term=20265
Cacng3	Cacng3	calcium channel, voltage-dependent, gamma subunit 3	54376	https://www.ncbi.nlm.nih.gov/gene/?term=54376
Cry2	Cry2	cryptochrome 2 (photolyase-like)	12953	https://www.ncbi.nlm.nih.gov/gene/?term=12953
Sort1	Sort1	sortilin 1	20661	https://www.ncbi.nlm.nih.gov/gene/?term=20661
Scn2b	Scn2b	sodium channel, voltage-gated, type II, beta	72821	https://www.ncbi.nlm.nih.gov/gene/?term=72821
Sms	Sms	spermine synthase	20603	https://www.ncbi.nlm.nih.gov/gene/?term=20603
Zfp9	Zfp9	zinc finger protein 9	22750	https://www.ncbi.nlm.nih.gov/gene/?term=22750
Scn2a	Scn2a	sodium channel, voltage-gated, type II, alpha	110876	https://www.ncbi.nlm.nih.gov/gene/?term=110876
Prkcg	Prkcg	protein kinase C, gamma	18752	https://www.ncbi.nlm.nih.gov/gene/?term=18752
Galntl6	Galntl6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	270049	https://www.ncbi.nlm.nih.gov/gene/?term=270049
Gm2824	Gm2824	predicted gene 2824	100040529	https://www.ncbi.nlm.nih.gov/gene/?term=100040529
1500004A13Rik	1500004A13Rik	RIKEN cDNA 1500004A13 gene	319830	https://www.ncbi.nlm.nih.gov/gene/?term=319830
Gm42372	Gm42372	predicted gene, 42372	105247240	https://www.ncbi.nlm.nih.gov/gene/?term=105247240
A830010M20Rik	A830010M20Rik	RIKEN cDNA A830010M20 gene	231570	https://www.ncbi.nlm.nih.gov/gene/?term=231570
Cadps2	Cadps2	Ca2+-dependent activator protein for secretion 2	320405	https://www.ncbi.nlm.nih.gov/gene/?term=320405
Slc2a13	Slc2a13	solute carrier family 2 (facilitated glucose transporter), member 13	239606	https://www.ncbi.nlm.nih.gov/gene/?term=239606
Bach2	Bach2	BTB and CNC homology, basic leucine zipper transcription factor 2	12014	https://www.ncbi.nlm.nih.gov/gene/?term=12014
Npnt	Npnt	nephronectin	114249	https://www.ncbi.nlm.nih.gov/gene/?term=114249
